Bus_k,Bus_j,Phase_k,Phase_j,Bus_G,Bus_B,
f5_161,f5_232,2,1,0,0,
f5_161,f5_232,2,2,0,0,
f5_161,f5_232,2,3,0,0,
f5_161,f5_232,3,1,0,0,
f5_161,f5_232,3,2,0,0,
f5_161,f5_232,3,3,0,0,
f5_161,f5_238,1,1,0,0,
f5_161,f5_238,1,2,0,0,
f5_161,f5_238,1,3,0,0,
f5_161,f5_238,2,1,0,0,
f5_161,f5_238,2,2,0,0,
f5_161,f5_238,2,3,0,0,
f5_161,f5_238,3,1,0,0,
f5_161,f5_238,3,2,0,0,
f5_161,f5_238,3,3,0,0,
f5_161,f5_308,1,1,0,0,
f5_161,f5_308,1,2,0,0,
f5_161,f5_308,1,3,0,0,
f5_161,f5_308,2,1,0,0,
f5_161,f5_308,2,2,0,0,
f5_161,f5_308,2,3,0,0,
f5_161,f5_308,3,1,0,0,
f5_161,f5_308,3,2,0,0,
f5_161,f5_308,3,3,0,0,
f5_161,f5_274,1,1,0,0,
f5_161,f5_274,1,2,0,0,
f5_161,f5_274,1,3,0,0,
f5_161,f5_274,2,1,0,0,
f5_161,f5_274,2,2,0,0,
f5_161,f5_274,2,3,0,0,
f5_161,f5_274,3,1,0,0,
f5_161,f5_274,3,2,0,0,
f5_161,f5_274,3,3,0,0,
f5_161,f5_243,1,1,0,0,
f5_161,f5_243,1,2,0,0,
f5_161,f5_243,1,3,0,0,
f5_161,f5_243,2,1,0,0,
f5_161,f5_243,2,2,0,0,
f5_161,f5_243,2,3,0,0,
f5_161,f5_243,3,1,0,0,
f5_161,f5_243,3,2,0,0,
f5_161,f5_243,3,3,0,0,
f5_161,f5_256,1,1,0,0,
f5_161,f5_256,1,2,0,0,
f5_161,f5_256,1,3,0,0,
f5_161,f5_256,2,1,0,0,
f5_161,f5_256,2,2,0,0,
f5_161,f5_256,2,3,0,0,
f5_161,f5_256,3,1,0,0,
f5_161,f5_256,3,2,0,0,
f5_161,f5_256,3,3,0,0,
f5_142,slack,1,1,0,0,
f5_142,slack,1,2,0,0,
f5_142,slack,1,3,0,0,
f5_142,slack,2,1,0,0,
f5_142,slack,2,2,0,0,
f5_142,slack,2,3,0,0,
f5_142,slack,3,1,0,0,
f5_142,slack,3,2,0,0,
f5_142,slack,3,3,0,0,
f5_142,primary,1,1,0,0,
f5_142,primary,1,2,0,0,
f5_142,primary,1,3,0,0,
f5_142,primary,2,1,0,0,
f5_142,primary,2,2,0,0,
f5_142,primary,2,3,0,0,
f5_142,primary,3,1,0,0,
f5_142,primary,3,2,0,0,
f5_142,primary,3,3,0,0,
f5_142,secondary,1,1,0,0,
f5_142,secondary,1,2,0,0,
f5_142,secondary,1,3,0,0,
f5_142,secondary,2,1,0,0,
f5_142,secondary,2,2,0,0,
f5_142,secondary,2,3,0,0,
f5_142,secondary,3,1,0,0,
f5_142,secondary,3,2,0,0,
f5_142,secondary,3,3,0,0,
f5_142,f5_22,1,1,0,0,
f5_142,f5_22,1,2,0,0,
f5_142,f5_22,1,3,0,0,
f5_142,f5_22,2,1,0,0,
f5_142,f5_22,2,2,0,0,
f5_142,f5_22,2,3,0,0,
f5_142,f5_22,3,1,0,0,
f5_142,f5_22,3,2,0,0,
f5_142,f5_22,3,3,0,0,
f5_142,f5_75,1,1,0,0,
f5_142,f5_75,1,2,0,0,
f5_142,f5_75,1,3,0,0,
f5_142,f5_75,2,1,0,0,
f5_142,f5_75,2,2,0,0,
f5_142,f5_75,2,3,0,0,
f5_142,f5_75,3,1,0,0,
f5_142,f5_75,3,2,0,0,
f5_142,f5_75,3,3,0,0,
f5_142,f5_83,1,1,0,0,
f5_142,f5_83,1,2,0,0,
f5_142,f5_83,1,3,0,0,
f5_142,f5_83,2,1,0,0,
f5_142,f5_83,2,2,0,0,
f5_142,f5_83,2,3,0,0,
f5_142,f5_83,3,1,0,0,
f5_142,f5_83,3,2,0,0,
f5_142,f5_83,3,3,0,0,
f5_142,f5_117,1,1,0,0,
f5_142,f5_117,1,2,0,0,
f5_142,f5_117,1,3,0,0,
f5_142,f5_117,2,1,0,0,
f5_142,f5_117,2,2,0,0,
f5_142,f5_117,2,3,0,0,
f5_142,f5_117,3,1,0,0,
f5_142,f5_117,3,2,0,0,
f5_142,f5_117,3,3,0,0,
f5_142,f5_87,1,1,0,0,
f5_142,f5_87,1,2,0,0,
f5_142,f5_87,1,3,0,0,
f5_142,f5_87,2,1,0,0,
f5_142,f5_87,2,2,0,0,
f5_142,f5_87,2,3,0,0,
f5_142,f5_87,3,1,0,0,
f5_142,f5_87,3,2,0,0,
f5_142,f5_87,3,3,0,0,
f5_142,f5_132,1,1,-419.1636,46.7711,
f5_142,f5_132,1,2,0,0,
f5_142,f5_132,1,3,0,0,
f5_142,f5_132,2,1,0,0,
f5_142,f5_132,2,2,-419.1636,46.7711,
f5_142,f5_132,2,3,0,0,
f5_142,f5_132,3,1,0,0,
f5_142,f5_132,3,2,0,0,
f5_142,f5_132,3,3,-419.1636,46.7711,
f5_142,f5_92,1,1,0,0,
f5_142,f5_92,1,2,0,0,
f5_142,f5_92,1,3,0,0,
f5_142,f5_92,2,1,0,0,
f5_142,f5_92,2,2,0,0,
f5_142,f5_92,2,3,0,0,
f5_142,f5_92,3,1,0,0,
f5_142,f5_92,3,2,0,0,
f5_142,f5_92,3,3,0,0,
f5_142,f5_140,1,1,0,0,
f5_142,f5_140,1,2,0,0,
f5_142,f5_140,1,3,0,0,
f5_142,f5_140,2,1,0,0,
f5_142,f5_140,2,2,0,0,
f5_142,f5_140,2,3,0,0,
f5_142,f5_140,3,1,0,0,
f5_142,f5_140,3,2,0,0,
f5_142,f5_140,3,3,0,0,
f5_142,f5_98,1,1,0,0,
f5_142,f5_98,1,2,0,0,
f5_142,f5_98,1,3,0,0,
f5_142,f5_98,2,1,0,0,
f5_142,f5_98,2,2,0,0,
f5_142,f5_98,2,3,0,0,
f5_142,f5_98,3,1,0,0,
f5_142,f5_98,3,2,0,0,
f5_142,f5_98,3,3,0,0,
f5_142,f5_130,1,1,0,0,
f5_142,f5_130,1,2,0,0,
f5_142,f5_130,1,3,0,0,
f5_142,f5_130,2,1,0,0,
f5_142,f5_130,2,2,0,0,
f5_142,f5_130,2,3,0,0,
f5_142,f5_130,3,1,0,0,
f5_142,f5_130,3,2,0,0,
f5_142,f5_130,3,3,0,0,
f5_142,f5_105,1,1,0,0,
f5_142,f5_105,1,2,0,0,
f5_142,f5_105,1,3,0,0,
f5_142,f5_105,2,1,0,0,
f5_142,f5_105,2,2,0,0,
f5_142,f5_105,2,3,0,0,
f5_142,f5_105,3,1,0,0,
f5_142,f5_105,3,2,0,0,
f5_142,f5_105,3,3,0,0,
f5_142,f5_148,1,1,0,0,
f5_142,f5_148,1,2,0,0,
f5_142,f5_148,1,3,0,0,
f5_142,f5_148,2,1,0,0,
f5_142,f5_148,2,2,0,0,
f5_142,f5_148,2,3,0,0,
f5_142,f5_148,3,1,0,0,
f5_142,f5_148,3,2,0,0,
f5_142,f5_148,3,3,0,0,
f5_142,f5_111,1,1,0,0,
f5_142,f5_111,1,2,0,0,
f5_142,f5_111,1,3,0,0,
f5_142,f5_111,2,1,0,0,
f5_142,f5_111,2,2,0,0,
f5_142,f5_111,2,3,0,0,
f5_142,f5_111,3,1,0,0,
f5_142,f5_111,3,2,0,0,
f5_142,f5_111,3,3,0,0,
f5_142,f5_166,1,1,0,0,
f5_142,f5_166,1,2,0,0,
f5_142,f5_166,1,3,0,0,
f5_142,f5_166,2,1,0,0,
f5_142,f5_166,2,2,0,0,
f5_142,f5_166,2,3,0,0,
f5_142,f5_166,3,1,0,0,
f5_142,f5_166,3,2,0,0,
f5_142,f5_166,3,3,0,0,
f5_142,f5_133,1,1,0,0,
f5_142,f5_133,1,2,0,0,
f5_142,f5_133,1,3,0,0,
f5_142,f5_133,2,1,0,0,
f5_142,f5_133,2,2,0,0,
f5_142,f5_133,2,3,0,0,
f5_142,f5_133,3,1,0,0,
f5_142,f5_133,3,2,0,0,
f5_142,f5_133,3,3,0,0,
f5_142,f5_124,1,1,0,0,
f5_142,f5_124,1,2,0,0,
f5_142,f5_124,1,3,0,0,
f5_142,f5_124,2,1,0,0,
f5_142,f5_124,2,2,0,0,
f5_142,f5_124,2,3,0,0,
f5_142,f5_124,3,1,0,0,
f5_142,f5_124,3,2,0,0,
f5_142,f5_124,3,3,0,0,
f5_142,f5_125,1,1,0,0,
f5_142,f5_125,1,2,0,0,
f5_142,f5_125,1,3,0,0,
f5_142,f5_125,2,1,0,0,
f5_142,f5_125,2,2,0,0,
f5_142,f5_125,2,3,0,0,
f5_142,f5_125,3,1,0,0,
f5_142,f5_125,3,2,0,0,
f5_142,f5_125,3,3,0,0,
f5_142,f5_149,1,1,0,0,
f5_142,f5_149,1,2,0,0,
f5_142,f5_149,1,3,0,0,
f5_142,f5_149,2,1,0,0,
f5_142,f5_149,2,2,0,0,
f5_142,f5_149,2,3,0,0,
f5_142,f5_149,3,1,0,0,
f5_142,f5_149,3,2,0,0,
f5_142,f5_149,3,3,0,0,
f5_142,f5_139,1,1,0,0,
f5_142,f5_139,1,2,0,0,
f5_142,f5_139,1,3,0,0,
f5_142,f5_139,2,1,0,0,
f5_142,f5_139,2,2,0,0,
f5_142,f5_139,2,3,0,0,
f5_142,f5_139,3,1,0,0,
f5_142,f5_139,3,2,0,0,
f5_142,f5_139,3,3,0,0,
f5_142,f5_161,1,1,0,0,
f5_142,f5_161,1,2,0,0,
f5_142,f5_161,1,3,0,0,
f5_142,f5_161,2,1,0,0,
f5_142,f5_161,2,2,0,0,
f5_142,f5_161,2,3,0,0,
f5_142,f5_161,3,1,0,0,
f5_142,f5_161,3,2,0,0,
f5_142,f5_161,3,3,0,0,
f5_142,f5_142,1,1,419.1636,-46.7711,
f5_142,f5_142,1,2,0,0,
f5_142,f5_142,1,3,0,0,
f5_142,f5_142,2,1,0,0,
f5_142,f5_142,2,2,419.1636,-46.7711,
f5_142,f5_142,2,3,0,0,
f5_142,f5_142,3,1,0,0,
f5_142,f5_142,3,2,0,0,
f5_142,f5_142,3,3,419.1636,-46.7711,
f5_142,f5_153,1,1,0,0,
f5_142,f5_153,1,2,0,0,
f5_142,f5_153,1,3,0,0,
f5_142,f5_153,2,1,0,0,
f5_142,f5_153,2,2,0,0,
f5_142,f5_153,2,3,0,0,
f5_142,f5_153,3,1,0,0,
f5_142,f5_153,3,2,0,0,
f5_142,f5_153,3,3,0,0,
f5_142,f5_188,1,1,0,0,
f5_142,f5_188,1,2,0,0,
f5_142,f5_188,1,3,0,0,
f5_142,f5_188,2,1,0,0,
f5_142,f5_188,2,2,0,0,
f5_142,f5_188,2,3,0,0,
f5_142,f5_188,3,1,0,0,
f5_142,f5_188,3,2,0,0,
f5_142,f5_188,3,3,0,0,
f5_142,f5_160,1,1,0,0,
f5_142,f5_160,1,2,0,0,
f5_142,f5_160,1,3,0,0,
f5_142,f5_160,2,1,0,0,
f5_142,f5_160,2,2,0,0,
f5_142,f5_160,2,3,0,0,
f5_142,f5_160,3,1,0,0,
f5_142,f5_160,3,2,0,0,
f5_142,f5_160,3,3,0,0,
f5_142,f5_151,1,1,0,0,
f5_142,f5_151,1,2,0,0,
f5_142,f5_151,1,3,0,0,
f5_142,f5_151,2,1,0,0,
f5_142,f5_151,2,2,0,0,
f5_142,f5_151,2,3,0,0,
f5_142,f5_151,3,1,0,0,
f5_142,f5_151,3,2,0,0,
f5_142,f5_151,3,3,0,0,
f5_142,f5_167,1,1,0,0,
f5_142,f5_167,1,2,0,0,
f5_142,f5_167,1,3,0,0,
f5_142,f5_167,2,1,0,0,
f5_142,f5_167,2,2,0,0,
f5_142,f5_167,2,3,0,0,
f5_142,f5_167,3,1,0,0,
f5_142,f5_167,3,2,0,0,
f5_142,f5_167,3,3,0,0,
f5_142,f5_159,1,1,0,0,
f5_142,f5_159,1,2,0,0,
f5_142,f5_159,1,3,0,0,
f5_142,f5_159,2,1,0,0,
f5_142,f5_159,2,2,0,0,
f5_142,f5_159,2,3,0,0,
f5_142,f5_159,3,1,0,0,
f5_142,f5_159,3,2,0,0,
f5_142,f5_159,3,3,0,0,
f5_142,f5_174,1,1,0,0,
f5_142,f5_174,1,2,0,0,
f5_142,f5_174,1,3,0,0,
f5_142,f5_174,2,1,0,0,
f5_142,f5_174,2,2,0,0,
f5_142,f5_174,2,3,0,0,
f5_142,f5_174,3,1,0,0,
f5_142,f5_174,3,2,0,0,
f5_142,f5_174,3,3,0,0,
f5_142,f5_211,1,1,0,0,
f5_142,f5_211,1,2,0,0,
f5_142,f5_211,1,3,0,0,
f5_142,f5_211,2,1,0,0,
f5_142,f5_211,2,2,0,0,
f5_142,f5_211,2,3,0,0,
f5_142,f5_211,3,1,0,0,
f5_142,f5_211,3,2,0,0,
f5_142,f5_211,3,3,0,0,
f5_142,f5_178,1,1,0,0,
f5_142,f5_178,1,2,0,0,
f5_142,f5_178,1,3,0,0,
f5_142,f5_178,2,1,0,0,
f5_142,f5_178,2,2,0,0,
f5_142,f5_178,2,3,0,0,
f5_142,f5_178,3,1,0,0,
f5_142,f5_178,3,2,0,0,
f5_142,f5_178,3,3,0,0,
f5_142,f5_173,1,1,0,0,
f5_142,f5_173,1,2,0,0,
f5_142,f5_173,1,3,0,0,
f5_142,f5_173,2,1,0,0,
f5_142,f5_173,2,2,0,0,
f5_142,f5_173,2,3,0,0,
f5_142,f5_173,3,1,0,0,
f5_142,f5_173,3,2,0,0,
f5_142,f5_173,3,3,0,0,
f5_142,f5_189,1,1,0,0,
f5_142,f5_189,1,2,0,0,
f5_142,f5_189,1,3,0,0,
f5_142,f5_189,2,1,0,0,
f5_142,f5_189,2,2,0,0,
f5_142,f5_189,2,3,0,0,
f5_142,f5_189,3,1,0,0,
f5_142,f5_189,3,2,0,0,
f5_142,f5_189,3,3,0,0,
f5_142,f5_227,1,1,0,0,
f5_142,f5_227,1,2,0,0,
f5_142,f5_227,1,3,0,0,
f5_142,f5_227,2,1,0,0,
f5_142,f5_227,2,2,0,0,
f5_142,f5_227,2,3,0,0,
f5_142,f5_227,3,1,0,0,
f5_142,f5_227,3,2,0,0,
f5_142,f5_227,3,3,0,0,
f5_142,f5_200,1,1,0,0,
f5_142,f5_200,1,2,0,0,
f5_142,f5_200,1,3,0,0,
f5_142,f5_200,2,1,0,0,
f5_142,f5_200,2,2,0,0,
f5_142,f5_200,2,3,0,0,
f5_142,f5_200,3,1,0,0,
f5_142,f5_200,3,2,0,0,
f5_142,f5_200,3,3,0,0,
f5_142,f5_194,1,1,0,0,
f5_142,f5_194,1,2,0,0,
f5_142,f5_194,1,3,0,0,
f5_142,f5_194,2,1,0,0,
f5_142,f5_194,2,2,0,0,
f5_142,f5_194,2,3,0,0,
f5_142,f5_194,3,1,0,0,
f5_142,f5_194,3,2,0,0,
f5_142,f5_194,3,3,0,0,
f5_142,f5_201,1,1,0,0,
f5_142,f5_201,1,2,0,0,
f5_142,f5_201,1,3,0,0,
f5_142,f5_201,2,1,0,0,
f5_142,f5_201,2,2,0,0,
f5_142,f5_201,2,3,0,0,
f5_142,f5_201,3,1,0,0,
f5_142,f5_201,3,2,0,0,
f5_142,f5_201,3,3,0,0,
f5_142,f5_237,1,1,0,0,
f5_142,f5_237,1,2,0,0,
f5_142,f5_237,1,3,0,0,
f5_142,f5_237,2,1,0,0,
f5_142,f5_237,2,2,0,0,
f5_142,f5_237,2,3,0,0,
f5_142,f5_237,3,1,0,0,
f5_142,f5_237,3,2,0,0,
f5_142,f5_237,3,3,0,0,
f5_142,f5_234,1,1,0,0,
f5_142,f5_234,1,2,0,0,
f5_142,f5_234,1,3,0,0,
f5_142,f5_234,2,1,0,0,
f5_142,f5_234,2,2,0,0,
f5_142,f5_234,2,3,0,0,
f5_142,f5_234,3,1,0,0,
f5_142,f5_234,3,2,0,0,
f5_142,f5_234,3,3,0,0,
f5_142,f5_268,1,1,0,0,
f5_142,f5_268,1,2,0,0,
f5_142,f5_268,1,3,0,0,
f5_142,f5_268,2,1,0,0,
f5_142,f5_268,2,2,0,0,
f5_142,f5_268,2,3,0,0,
f5_142,f5_268,3,1,0,0,
f5_142,f5_268,3,2,0,0,
f5_142,f5_268,3,3,0,0,
f5_142,f5_216,1,1,0,0,
f5_142,f5_216,1,2,0,0,
f5_142,f5_216,1,3,0,0,
f5_142,f5_216,2,1,0,0,
f5_142,f5_216,2,2,0,0,
f5_142,f5_216,2,3,0,0,
f5_142,f5_216,3,1,0,0,
f5_142,f5_216,3,2,0,0,
f5_142,f5_216,3,3,0,0,
f5_142,f5_222,1,1,0,0,
f5_142,f5_222,1,2,0,0,
f5_142,f5_222,1,3,0,0,
f5_142,f5_222,2,1,0,0,
f5_142,f5_222,2,2,0,0,
f5_142,f5_222,2,3,0,0,
f5_142,f5_222,3,1,0,0,
f5_142,f5_222,3,2,0,0,
f5_142,f5_222,3,3,0,0,
f5_142,f5_232,1,1,0,0,
f5_142,f5_232,1,2,0,0,
f5_142,f5_232,1,3,0,0,
f5_142,f5_232,2,1,0,0,
f5_142,f5_232,2,2,0,0,
f5_142,f5_232,2,3,0,0,
f5_142,f5_232,3,1,0,0,
f5_142,f5_232,3,2,0,0,
f5_142,f5_232,3,3,0,0,
f5_142,f5_238,1,1,0,0,
f5_142,f5_238,1,2,0,0,
f5_142,f5_238,1,3,0,0,
f5_142,f5_238,2,1,0,0,
f5_142,f5_238,2,2,0,0,
f5_142,f5_238,2,3,0,0,
f5_142,f5_238,3,1,0,0,
f5_142,f5_238,3,2,0,0,
f5_142,f5_238,3,3,0,0,
f5_142,f5_308,1,1,0,0,
f5_142,f5_308,1,2,0,0,
f5_142,f5_308,1,3,0,0,
f5_142,f5_308,2,1,0,0,
f5_142,f5_308,2,2,0,0,
f5_142,f5_308,2,3,0,0,
f5_142,f5_308,3,1,0,0,
f5_142,f5_308,3,2,0,0,
f5_142,f5_308,3,3,0,0,
f5_142,f5_274,1,1,0,0,
f5_142,f5_274,1,2,0,0,
f5_142,f5_274,1,3,0,0,
f5_142,f5_274,2,1,0,0,
f5_142,f5_274,2,2,0,0,
f5_142,f5_274,2,3,0,0,
f5_142,f5_274,3,1,0,0,
f5_142,f5_274,3,2,0,0,
f5_142,f5_274,3,3,0,0,
f5_142,f5_243,1,1,0,0,
f5_142,f5_243,1,2,0,0,
f5_142,f5_243,1,3,0,0,
f5_142,f5_243,2,1,0,0,
f5_142,f5_243,2,2,0,0,
f5_142,f5_243,2,3,0,0,
f5_142,f5_243,3,1,0,0,
f5_142,f5_243,3,2,0,0,
f5_142,f5_243,3,3,0,0,
f5_142,f5_256,1,1,0,0,
f5_142,f5_256,1,2,0,0,
f5_142,f5_256,1,3,0,0,
f5_142,f5_256,2,1,0,0,
f5_142,f5_256,2,2,0,0,
f5_142,f5_256,2,3,0,0,
f5_142,f5_256,3,1,0,0,
f5_142,f5_256,3,2,0,0,
f5_142,f5_256,3,3,0,0,
f5_153,slack,1,1,0,0,
f5_153,slack,1,2,0,0,
f5_153,slack,1,3,0,0,
f5_153,slack,2,1,0,0,
f5_153,slack,2,2,0,0,
f5_153,slack,2,3,0,0,
f5_153,slack,3,1,0,0,
f5_153,slack,3,2,0,0,
f5_153,slack,3,3,0,0,
f5_153,primary,1,1,0,0,
f5_153,primary,1,2,0,0,
f5_153,primary,1,3,0,0,
f5_153,primary,2,1,0,0,
f5_153,primary,2,2,0,0,
f5_153,primary,2,3,0,0,
f5_153,primary,3,1,0,0,
f5_153,primary,3,2,0,0,
f5_153,primary,3,3,0,0,
f5_153,secondary,1,1,0,0,
f5_153,secondary,1,2,0,0,
f5_153,secondary,1,3,0,0,
f5_153,secondary,2,1,0,0,
f5_153,secondary,2,2,0,0,
f5_153,secondary,2,3,0,0,
f5_153,secondary,3,1,0,0,
f5_153,secondary,3,2,0,0,
f5_153,secondary,3,3,0,0,
f5_153,f5_22,1,1,0,0,
f5_153,f5_22,1,2,0,0,
f5_153,f5_22,1,3,0,0,
f5_153,f5_22,2,1,0,0,
f5_153,f5_22,2,2,0,0,
f5_153,f5_22,2,3,0,0,
f5_153,f5_22,3,1,0,0,
f5_153,f5_22,3,2,0,0,
f5_153,f5_22,3,3,0,0,
f5_153,f5_75,1,1,0,0,
f5_153,f5_75,1,2,0,0,
f5_153,f5_75,1,3,0,0,
f5_153,f5_75,2,1,0,0,
f5_153,f5_75,2,2,0,0,
f5_153,f5_75,2,3,0,0,
f5_153,f5_75,3,1,0,0,
f5_153,f5_75,3,2,0,0,
f5_153,f5_75,3,3,0,0,
f5_153,f5_83,1,1,0,0,
f5_153,f5_83,1,2,0,0,
f5_153,f5_83,1,3,0,0,
f5_153,f5_83,2,1,0,0,
f5_153,f5_83,2,2,0,0,
f5_153,f5_83,2,3,0,0,
f5_153,f5_83,3,1,0,0,
f5_153,f5_83,3,2,0,0,
f5_153,f5_83,3,3,0,0,
f5_153,f5_117,1,1,0,0,
f5_153,f5_117,1,2,0,0,
f5_153,f5_117,1,3,0,0,
f5_153,f5_117,2,1,0,0,
f5_153,f5_117,2,2,0,0,
f5_153,f5_117,2,3,0,0,
f5_153,f5_117,3,1,0,0,
f5_153,f5_117,3,2,0,0,
f5_153,f5_117,3,3,0,0,
f5_153,f5_87,1,1,0,0,
f5_153,f5_87,1,2,0,0,
f5_153,f5_87,1,3,0,0,
f5_153,f5_87,2,1,0,0,
f5_153,f5_87,2,2,0,0,
f5_153,f5_87,2,3,0,0,
f5_153,f5_87,3,1,0,0,
f5_153,f5_87,3,2,0,0,
f5_153,f5_87,3,3,0,0,
f5_153,f5_132,1,1,0,0,
f5_153,f5_132,1,2,0,0,
f5_153,f5_132,1,3,0,0,
f5_153,f5_132,2,1,0,0,
f5_153,f5_132,2,2,0,0,
f5_153,f5_132,2,3,0,0,
f5_153,f5_132,3,1,0,0,
f5_153,f5_132,3,2,0,0,
f5_153,f5_132,3,3,0,0,
f5_153,f5_92,1,1,0,0,
f5_153,f5_92,1,2,0,0,
f5_153,f5_92,1,3,0,0,
f5_153,f5_92,2,1,0,0,
f5_153,f5_92,2,2,0,0,
f5_153,f5_92,2,3,0,0,
f5_153,f5_92,3,1,0,0,
f5_153,f5_92,3,2,0,0,
f5_153,f5_92,3,3,0,0,
f5_153,f5_140,1,1,0,0,
f5_153,f5_140,1,2,0,0,
f5_153,f5_140,1,3,0,0,
f5_153,f5_140,2,1,0,0,
f5_153,f5_140,2,2,0,0,
f5_153,f5_140,2,3,0,0,
f5_153,f5_140,3,1,0,0,
f5_153,f5_140,3,2,0,0,
f5_153,f5_140,3,3,0,0,
f5_153,f5_98,1,1,0,0,
f5_153,f5_98,1,2,0,0,
f5_153,f5_98,1,3,0,0,
f5_153,f5_98,2,1,0,0,
f5_153,f5_98,2,2,0,0,
f5_153,f5_98,2,3,0,0,
f5_153,f5_98,3,1,0,0,
f5_153,f5_98,3,2,0,0,
f5_153,f5_98,3,3,0,0,
f5_153,f5_130,1,1,0,0,
f5_153,f5_130,1,2,0,0,
f5_153,f5_130,1,3,0,0,
f5_153,f5_130,2,1,0,0,
f5_153,f5_130,2,2,0,0,
f5_153,f5_130,2,3,0,0,
f5_153,f5_130,3,1,0,0,
f5_153,f5_130,3,2,0,0,
f5_153,f5_130,3,3,0,0,
f5_153,f5_105,1,1,0,0,
f5_153,f5_105,1,2,0,0,
f5_153,f5_105,1,3,0,0,
f5_153,f5_105,2,1,0,0,
f5_153,f5_105,2,2,0,0,
f5_153,f5_105,2,3,0,0,
f5_153,f5_105,3,1,0,0,
f5_153,f5_105,3,2,0,0,
f5_153,f5_105,3,3,0,0,
f5_153,f5_148,1,1,0,0,
f5_153,f5_148,1,2,0,0,
f5_153,f5_148,1,3,0,0,
f5_153,f5_148,2,1,0,0,
f5_153,f5_148,2,2,0,0,
f5_153,f5_148,2,3,0,0,
f5_153,f5_148,3,1,0,0,
f5_153,f5_148,3,2,0,0,
f5_153,f5_148,3,3,0,0,
f5_153,f5_111,1,1,0,0,
f5_153,f5_111,1,2,0,0,
f5_153,f5_111,1,3,0,0,
f5_153,f5_111,2,1,0,0,
f5_153,f5_111,2,2,0,0,
f5_153,f5_111,2,3,0,0,
f5_153,f5_111,3,1,0,0,
f5_153,f5_111,3,2,0,0,
f5_153,f5_111,3,3,0,0,
f5_153,f5_166,1,1,0,0,
f5_153,f5_166,1,2,0,0,
f5_153,f5_166,1,3,0,0,
f5_153,f5_166,2,1,0,0,
f5_153,f5_166,2,2,0,0,
f5_153,f5_166,2,3,0,0,
f5_153,f5_166,3,1,0,0,
f5_153,f5_166,3,2,0,0,
f5_153,f5_166,3,3,0,0,
f5_153,f5_133,1,1,-189.346,51.1783,
f5_153,f5_133,1,2,56.8885,-22.0815,
f5_153,f5_133,1,3,56.8885,-22.0815,
f5_153,f5_133,2,1,56.8885,-22.0815,
f5_153,f5_133,2,2,-189.346,51.1783,
f5_153,f5_133,2,3,56.8885,-22.0815,
f5_153,f5_133,3,1,56.8885,-22.0815,
f5_153,f5_133,3,2,56.8885,-22.0815,
f5_153,f5_133,3,3,-189.346,51.1783,
f5_153,f5_124,1,1,0,0,
f5_153,f5_124,1,2,0,0,
f5_153,f5_124,1,3,0,0,
f5_153,f5_124,2,1,0,0,
f5_153,f5_124,2,2,0,0,
f5_153,f5_124,2,3,0,0,
f5_153,f5_124,3,1,0,0,
f5_153,f5_124,3,2,0,0,
f5_153,f5_124,3,3,0,0,
f5_153,f5_125,1,1,0,0,
f5_153,f5_125,1,2,0,0,
f5_153,f5_125,1,3,0,0,
f5_153,f5_125,2,1,0,0,
f5_153,f5_125,2,2,0,0,
f5_153,f5_125,2,3,0,0,
f5_153,f5_125,3,1,0,0,
f5_153,f5_125,3,2,0,0,
f5_153,f5_125,3,3,0,0,
f5_153,f5_149,1,1,0,0,
f5_153,f5_149,1,2,0,0,
f5_153,f5_149,1,3,0,0,
f5_153,f5_149,2,1,0,0,
f5_153,f5_149,2,2,0,0,
f5_153,f5_149,2,3,0,0,
f5_153,f5_149,3,1,0,0,
f5_153,f5_149,3,2,0,0,
f5_153,f5_149,3,3,0,0,
f5_153,f5_139,1,1,0,0,
f5_153,f5_139,1,2,0,0,
f5_153,f5_139,1,3,0,0,
f5_153,f5_139,2,1,0,0,
f5_153,f5_139,2,2,0,0,
f5_153,f5_139,2,3,0,0,
f5_153,f5_139,3,1,0,0,
f5_153,f5_139,3,2,0,0,
f5_153,f5_139,3,3,0,0,
f5_153,f5_161,1,1,0,0,
f5_153,f5_161,1,2,0,0,
f5_153,f5_161,1,3,0,0,
f5_153,f5_161,2,1,0,0,
f5_153,f5_161,2,2,0,0,
f5_153,f5_161,2,3,0,0,
f5_153,f5_161,3,1,0,0,
f5_153,f5_161,3,2,0,0,
f5_153,f5_161,3,3,0,0,
f5_153,f5_142,1,1,0,0,
f5_153,f5_142,1,2,0,0,
f5_153,f5_142,1,3,0,0,
f5_153,f5_142,2,1,0,0,
f5_153,f5_142,2,2,0,0,
f5_153,f5_142,2,3,0,0,
f5_153,f5_142,3,1,0,0,
f5_153,f5_142,3,2,0,0,
f5_153,f5_142,3,3,0,0,
f5_153,f5_153,1,1,531.0502,-121.1718,
f5_153,f5_153,1,2,-117.2124,45.4966,
f5_153,f5_153,1,3,-117.2124,45.4966,
f5_153,f5_153,2,1,-117.2124,45.4966,
f5_153,f5_153,2,2,531.0502,-121.1718,
f5_153,f5_153,2,3,-117.2124,45.4966,
f5_153,f5_153,3,1,-117.2124,45.4966,
f5_153,f5_153,3,2,-117.2124,45.4966,
f5_153,f5_153,3,3,531.0502,-121.1718,
f5_153,f5_188,1,1,0,0,
f5_153,f5_188,1,2,0,0,
f5_153,f5_188,1,3,0,0,
f5_153,f5_188,2,1,0,0,
